SYMBOL	s
ANXA7	1
AOAH	1
AP000289.6	1
AP000345.2	1
AP005135.2	1
AP1AR	1
AP2A1	1
AP2A2	1
AP3B1	1
AP3S1	1
AP5Z1	1
APBA2	1
APBB1	1
APBB2	1
APCDD1L	1
APEX1	1
APH1B	1
APLF	1
APOB	1
APOC3	1
APOL1	1
APPL1	1
AQPEP	1
ARAP1	1
AREG	1
ARFGAP1	1
ARFGEF2	1
ARHGAP12	1
ARHGAP15	1
ARHGAP19	1
ARHGAP21	1
ARHGAP23	1
ARHGAP25	1
ARHGAP28	1
ARHGAP30	1
ARHGAP8	1
ARHGAP9	1
ARHGEF16	1
ARHGEF17	1
ARHGEF37	1
ARHGEF7	1
ARID3B	1
ARIH1	1
ARL2	1
ARL8B	1
ARPC5L	1
ARPP21	1
ARRDC4	1
ART3	1
ARV1	1
ARVCF	1
ASAP2	1
ASAP3	1
ASB14	1
ASB15	1
ASB5	1
ASCC3	1
ASPRV1	1
ASPSCR1	1
ATAD2	1
ATAD3A	1
ATAD5	1
ATF2	1
ATHL1	1
ATP10A	1
ATP10D	1
ATP11B	1
ATP12A	1
ATP13A4	1
ATP1A2	1
ATP2A1	1
ATP2A3	1
ATP2B1	1
ATP2B2	1
ATP2B4	1
ATP4B	1
ATP5J2-PTCD1	1
ATP6AP1	1
ATP6V0E2	1
ATP7A	1
ATP8B2	1
ATP8B4	1
ATP9A	1
AURKC	1
AUTS2	1
AVIL	1
AVPR2	1
AXIN2	1
AZIN1	1
AZU1	1
B3GALTL	1
B3GNT3	1
B3GNT9	1
B4GALNT4	1
B4GALT1	1
B9D1	1
BAG3	1
BAIAP3	1
BAK1	1
BAMBI	1
BANK1	1
BAX	1
BAZ2A	1
BBS9	1
BCKDHB	1
BCL2L12	1
BCL2L13	1
BCL2L14	1
BCMO1	1
BCO2	1
BCORL1	1
BCR	1
BDP1	1
BEND3	1
BEND7	1
BEST1	1
BFSP1	1
BHMT2	1
BICC1	1
BIN2	1
BIRC3	1
BMP2K	1
BMS1P8	1
BPIFA2	1
BPIFB5P	1
BPIFB6	1
BRAP	1
BRCA2	1
BRICD5	1
BRINP1	1
BRIX1	1
BRWD1	1
BSPH1	1
BTBD16	1
BTBD3	1
BTN3A1	1
BTNL3	1
BX649563.4	1
C10orf128	1
C10orf90	1
C10orf95	1
C11orf30	1
C11orf44	1
C11orf49	1
C11orf85	1
C14orf159	1
C14orf39	1
C15orf56	1
C16orf52	1
C16orf78	1
C16orf96	1
C17orf80	1
C17orf99	1
C19orf40	1
C19orf43	1
C1orf116	1
C1orf141	1
C1orf173	1
C1orf174	1
C1orf186	1
C1orf194	1
C1orf27	1
C1orf51	1
C1orf65	1
C1orf85	1
C1orf87	1
C1QL2	1
C1QTNF9B	1
C20orf144	1
C20orf196	1
C20orf202	1
C2CD3	1
C2orf40	1
C2orf53	1
C2orf73	1
C3orf36	1
C3orf38	1
C4orf17	1
C4orf21	1
C4orf29	1
C4orf33	1
C4orf47	1
C4orf50	1
C5orf34	1
C5orf45	1
C6orf132	1
C6orf141	1
C6orf203	1
C6orf226	1
C7orf34	1
C8orf33	1
C8orf74	1
C9orf114	1
C9orf129	1
CAB39L	1
CACNA1B	1
CACNA1E	1
CACNA1G	1
CACNG3	1
CACYBP	1
CADM2	1
CADM3	1
CADPS	1
CALCOCO1	1
CALML3	1
CAMK1D	1
CAMK2G	1
CAND1	1
CAPN10	1
CAPN3	1
CAPN5	1
CARM1	1
CASC20	1
CASC6	1
CASKIN2	1
CASP14	1
CASP9	1
CASQ1	1
CASR	1
CASZ1	1
CBWD2	1
CBX3	1
CCDC101	1
CCDC104	1
CCDC105	1
CCDC107	1
CCDC108	1
CCDC110	1
CCDC113	1
CCDC121	1
CCDC124	1
CCDC129	1
CCDC135	1
CCDC153	1
CCDC158	1
CCDC17	1
CCDC180	1
CCDC27	1
CCDC37	1
CCDC42	1
CCDC60	1
CCDC68	1
CCDC81	1
CCDC83	1
CCDC85B	1
CCDC91	1
CCKAR	1
CCL13	1
CCL17	1
CCL22	1
CCM2L	1
CCNB3	1
CCNC	1
CCNT1	1
CCT4P2	1
CD109	1
CD1E	1
CD200	1
CD2BP2	1
CD36	1
CD40	1
CD5	1
CD6	1
CD72	1
CD9	1
CD93	1
CDC25B	1
CDC42BPB	1
CDC7	1
CDCA2	1
CDH1	1
CDH10	1
CDH12	1
CDH5	1
CDHR4	1
CDK12	1
CDK13	1
CDKL2	1
CDR2	1
CDX2	1
CEBPZ	1
CECR1	1
CECR6	1
CEL	1
CELF4	1
CELSR2	1
CENPE	1
CENPIP1	1
CENPJ	1
CENPN	1
CENPQ	1
CEP250	1
CERS3	1
CERS6	1
CES3	1
CETN1	1
CFH	1
CFHR1	1
CFHR3	1
CFLAR	1
CGB	1
CGB5	1
CGN	1
CHCHD7	1
CHDC2	1
CHEK1	1
CHEK2	1
CHERP	1
CHFR	1
CHI3L2	1
CHRD	1
CHRNA6	1
CHRNA7	1
CHRNG	1
CIITA	1
CIR1	1
CLASRP	1
CLCC1	1
CLCN2	1
CLCN7	1
CLCNKA	1
CLDN15	1
CLDN18	1
CLDND2	1
CLEC4A	1
CLHC1	1
CLIC6	1
CLIP2	1
CLK2	1
CLNK	1
CLSPN	1
CLSTN2	1
CLSTN3	1
CLVS1	1
CLVS2	1
CMC1	1
CMC2	1
CMTM4	1
CMTR1	1
CMYA5	1
CNBD1	1
CNDP2	1
CNGA3	1
CNKSR2	1
CNOT1	1
CNOT10	1
CNOT2	1
CNOT6L	1
CNPPD1	1
CNTD2	1
CNTNAP1	1
CNTROB	1
COCH	1
COG4	1
COL17A1	1
COL18A1	1
COL3A1	1
COL4A2	1
COL4A6	1
COL5A2	1
COL6A3	1
COL7A1	1
COL8A2	1
COL9A3	1
COLQ	1
COMMD10	1
COMP	1
COPE	1
COX11	1
COX15	1
COX6A1P2	1
COX6A2	1
CP	1
CPA1	1
CPB1	1
CPEB4	1
CPNE7	1
CPNE9	1
CPSF1	1
CRAMP1L	1
CREB3L4	1
CREG2	1
CRISP3	1
CRISPLD1	1
CRNKL1	1
CROCCP2	1
CROT	1
CRTC2	1
CRY2	1
CRYAB	1
CRYBA2	1
CRYBG3	1
CSAD	1
CSF3R	1
CSH2	1
CSRP2	1
CST1	1
CSTB	1
CSTF2	1
CSTL1	1
CT55	1
CTA-212D2.2	1
CTAGE1	1
CTAGE4	1
CTB-134H23.2	1
CTD-2004A9.1	1
CTD-2005H7.2	1
CTD-2140G10.1	1
CTD-2509G16.2	1
CTD-3020H12.3	1
CTD-3088G3.8	1
CTH	1
CTNNBL1	1
CTNS	1
CTSA	1
CTSW	1
CTTN	1
CTTNBP2	1
CUBN	1
CUL4A	1
CUX1	1
CXCL10	1
CXCL9	1
CXCR1	1
CXCR3	1
CXCR6	1
CXorf58	1
CYBA	1
CYP1A2	1
CYP2A13	1
CYP2AB1P	1
CYP2C19	1
CYP2J2	1
CYP2U1	1
CYP2W1	1
CYP39A1	1
CYP4X1	1
CYP4Z1	1
CYSLTR1	1
CYTIP	1
D2HGDH	1
DAAM1	1
DAP	1
DARC	1
DARS	1
DAZAP1	1
DBF4	1
DBF4B	1
DBH	1
DCAF13	1
DCDC1	1
DCST1	1
DCT	1
DDB1	1
DDI1	1
DDX10	1
DDX12P	1
DDX17	1
DDX20	1
DDX49	1
DDX56	1
DDX60L	1
DECR2	1
DEF6	1
DEFB128	1
DEFB132	1
DEFB135	1
DERA	1
DFNB31	1
DGAT2	1
DGCR14	1
DGKD	1
DHCR24	1
DHX35	1
DHX38	1
DIAPH2	1
DICER1	1
DIP2B	1
DIRC1	1
DIS3L	1
DISC1	1
DISP1	1
DKK2	1
DKK4	1
DKKL1	1
DLC1	1
DLEC1	1
DLGAP1	1
DLK1	1
DMBX1	1
DMD	1
DMGDH	1
DMRT1	1
DNA2	1
DNAH10	1
DNAH12	1
DNAH5	1
DNAJB1	1
DNAJC11	1
DNAJC13	1
DNAJC14	1
DNAJC22	1
DNAJC5B	1
DNAJC8	1
DNASE2B	1
DNMT1	1
DNMT3A	1
DNMT3B	1
DOC2A	1
DOCK7	1
DOPEY1	1
DPH1	1
DPP10	1
DPP6	1
DPP9	1
DPY19L1	1
DPY19L2	1
DPYS	1
DPYSL4	1
DQX1	1
DRD2	1
DRD4	1
DSE	1
DSG4	1
DSP	1
DSTN	1
DTL	1
DTNBP1	1
DTWD1	1
DTWD2	1
DTX3	1
DTYMK	1
DUOX2	1
DUOXA1	1
DUS3L	1
DUSP11	1
DUSP12	1
DUSP22	1
DUSP8	1
DUXA	1
DYDC1	1
DYRK4	1
DYSF	1
E4F1	1
EBF4	1
EBI3	1
ECSIT	1
EDC4	1
EDDM3A	1
EDDM3B	1
EEF1A1	1
EEF2	1
EEF2K	1
EFCAB3	1
EFCAB6	1
EFCC1	1
EFTUD1P2	1
EGFLAM	1
EHBP1	1
EHD3	1
EHHADH	1
EHMT1	1
EIF3C	1
EIF3D	1
EIF3F	1
EIF4E3	1
EIF4G1	1
ELAVL4	1
ELF1	1
ELMO2	1
EMC1	1
EME1	1
EME2	1
EML3	1
EML4	1
ENC1	1
ENDOG	1
ENPP1	1
ENPP3	1
ENPP7P2	1
ENTPD3	1
EP400	1
EPB41L4A	1
EPC2	1
EPHA6	1
EPHA8	1
EPHB2	1
EPPK1	1
EPS15L1	1
EPS8L3	1
ERAP2	1
ERBB2	1
ERBB2IP	1
EREG	1
ERI3	1
ERN1	1
ERO1LB	1
ESF1	1
ESRP2	1
ETFDH	1
EVC	1
EVI5	1
EVI5L	1
EVL	1
EVX2	1
EXD2	1
EXO1	1
EXOC3	1
EXOC3L4	1
EXOC5	1
EXOG	1
EXOSC2	1
EXPH5	1
F10	1
F13B	1
F2	1
F7	1
F8	1
FAH	1
FAHD2B	1
FAM109A	1
FAM115C	1
FAM117A	1
FAM120AOS	1
FAM120C	1
FAM124A	1
FAM129B	1
FAM149A	1
FAM154B	1
FAM159B	1
FAM169B	1
FAM173B	1
FAM183A	1
FAM184A	1
FAM186A	1
FAM186B	1
FAM188B	1
FAM193B	1
FAM196B	1
FAM198B	1
FAM200A	1
FAM205CP	1
FAM208B	1
FAM20A	1
FAM20C	1
FAM21C	1
FAM221A	1
FAM227A	1
FAM229B	1
FAM231B	1
FAM3B	1
FAM45A	1
FAM63A	1
FAM71D	1
FAM71F1	1
FAM76A	1
FAM83B	1
FAM83C	1
FAM84A	1
FAM86C1	1
FAM86GP	1
FAM86KP	1
FAN1	1
FANCE	1
FANCI	1
FARP1	1
FARP2	1
FARS2	1
FASN	1
FASTKD2	1
FASTKD3	1
FAT4	1
FBF1	1
FBN1	1
FBN2	1
FBP1	1
FBRS	1
FBXL18	1
FBXL2	1
FBXL5	1
FBXO21	1
FBXO22	1
FBXO27	1
FBXO38	1
FBXO44	1
FBXO47	1
FBXW12	1
FCGR3A	1
FCHO1	1
FCHSD2	1
FCN1	1
FCN2	1
FCRL3	1
FDXR	1
FEM1C	1
FER1L6	1
FGF3	1
FGFBP1	1
FGL1	1
FHL3	1
FHOD3	1
FIGF	1
FIZ1	1
FKBP3	1
FKBP4	1
FKBP5	1
FKBP7	1
FKBP8	1
FLCN	1
FLVCR1	1
FMN2	1
FMO7P	1
FNDC1	1
FNDC8	1
FOCAD	1
FOLH1	1
FOLR1	1
FOXI1	1
FOXRED2	1
FRA10AC1	1
FRMD1	1
FRMPD1	1
FSCB	1
FSCN3	1
FSHR	1
FUNDC1	1
FUT3	1
FUT4	1
FUT5	1
FUT6	1
FUT8	1
FXR1	1
FXYD3	1
FZD3	1
FZD5	1
G3BP2	1
GAA	1
GABRB3	1
GABRD	1
GAK	1
GALNS	1
GALNT3	1
GALNT6	1
GALNT9	1
GALR2	1
GAN	1
GAPVD1	1
GAS2L3	1
GAS6	1
GAS8	1
GBP4	1
GBP5	1
GCA	1
GCC2	1
GCGR	1
GCM1	1
GCM2	1
GCNT1	1
GDF5	1
GDF6	1
GEMIN5	1
GET4	1
GFI1	1
GFPT1	1
GFY	1
GGA1	1
GGCX	1
GGN	1
GGT5	1
GGT7	1
GIGYF2	1
GINS1	1
GINS4	1
GIPR	1
GJA9	1
GJB2	1
GJB6	1
GJC2	1
GK2	1
GLI2	1
GLIPR1L1	1
GLIPR2	1
GLP2R	1
GLT1D1	1
GLT8D2	1
GLTSCR1	1
GLTSCR2	1
GLYCTK-AS1	1
GMCL1	1
GNA15	1
GNL3	1
GNL3L	1
GOLGA1	1
GOLGA3	1
GOLGA6D	1
GOLGA8H	1
GOLGA8M	1
GOLGB1	1
GOLPH3	1
GPATCH1	1
GPATCH3	1
GPBP1	1
GPBP1L1	1
GPC4	1
GPC5	1
GPD2	1
GPIHBP1	1
GPKOW	1
GPLD1	1
GPNMB	1
GPR110	1
GPR114	1
GPR115	1
GPR116	1
GPR124	1
GPR142	1
GPR144	1
GPR15	1
GPR153	1
GPR161	1
GPR21	1
GPR26	1
GPR39	1
GPR82	1
GPR89B	1
GPRC5C	1
GPS2	1
GPX3	1
GRAMD1C	1
GRIA2	1
GRIA3	1
GRIK2	1
GRK4	1
GRM5	1
GRM7	1
GS1-600G8.5	1
GSDMC	1
GSDMD	1
GSG1	1
GSTA2	1
GSTM2	1
GSTT2B	1
GTF2A1	1
GTF3C4	1
GTF3C6	1
GTPBP1	1
GTPBP8	1
GTSE1	1
GUCA1B	1
GUCY1A3	1
GUCY2F	1
GYG1	1
GZMM	1
HAGH	1
HAND2-AS1	1
HAO2	1
HAP1	1
HAUS8	1
HBP1	1
HCAR3	1
HCST	1
HDAC4	1
HEATR5B	1
HEBP1	1
HECW2	1
HERC3	1
HERC5	1
HEXDC	1
HEY1	1
HEYL	1
HHEX	1
HHLA3	1
HIF1A	1
HINT1	1
HIST1H2BI	1
HIVEP3	1
HLA-B	1
HLX	1
HMGA1	1
HMGCR	1
HMHA1	1
HN1	1
HNRNPA3	1
HNRNPCL1	1
HNRNPF	1
HNRNPLL	1
HNRNPR	1
HNRNPU	1
HNRNPUL1	1
HOMEZ	1
HORMAD1	1
HOXA9	1
HP1BP3	1
HPN	1
HR	1
HRG	1
HS6ST1	1
HSD11B1	1
HSD17B3	1
HSP90AA1	1
HSPA4L	1
HSPA9	1
HSPB9	1
HSPE1-MOB4	1
HSPG2	1
HSPH1	1
HTR3A	1
HTR5A	1
HTR7	1
HTRA3	1
HTRA4	1
HTT	1
HUNK	1
HYDIN	1
IARS2	1
IBTK	1
ICAM5	1
ID2	1
IFFO2	1
IFI27L1	1
IFITM10	1
IFNAR2	1
IFNB1	1
IFT74	1
IFT80	1
IGF1R	1
IGF2	1
IGFBPL1	1
IGFN1	1
IGHA1	1
IGHA2	1
IGHD4-23	1
IGHMBP2	1
IGHV1OR15-6	1
IGHV3-30	1
IGHV3-33	1
IGHV3-64	1
IGHV3-66	1
IGHV3-7	1
IGHV3OR15-7	1
IGHV4OR15-8	1
IGHV6-1	1
IGKJ4	1
IGKV1-9	1
IGKV1D-43	1
IGKV2-30	1
IGKV2D-29	1
IGKV2D-30	1
IGKV3-11	1
IGKV3-34	1
IGKV3D-20	1
IGKV5-2	1
IGLV1-47	1
IGLV1-51	1
IGLV3-19	1
IGLV3-21	1
IGLV3-9	1
IGSF21	1
IGSF22	1
IKBKE	1
IL12B	1
IL12RB2	1
IL17RC	1
IL17RE	1
IL17REL	1
IL1RAP	1
IL1RL2	1
IL20	1
IL31	1
IL31RA	1
IL6ST	1
IL7R	1
IL9RP3	1
ILDR1	1
IMPDH2	1
INADL	1
INSIG2	1
INSL4	1
INTS1	1
INTS5	1
INTS8	1
INVS	1
IPO11	1
IPO8	1
IQCH	1
IQGAP1	1
IQSEC1	1
IQSEC2	1
IRAK4	1
IRF2BP1	1
IRF2BP2	1
IRGQ	1
IRX5	1
ITGA1	1
ITGA5	1
ITGA7	1
ITGAV	1
ITGAX	1
ITGB1BP1	1
ITGB6	1
ITIH3	1
ITIH4	1
ITLN2	1
ITPR1	1
ITPRIPL2	1
IYD	1
IZUMO4	1
JMJD7-PLA2G4B	1
JPH1	1
JRKL	1
JUP	1
KALRN	1
KANK4	1
KAT7	1
KB-1507C5.2	1
KBTBD2	1
KCNAB1	1
KCNE4	1
KCNH2	1
KCNH6	1
KCNJ12	1
KCNN2	1
KCNT1	1
KCTD3	1
KDM2A	1
KDM2B	1
KEL	1
KHDRBS3	1
KIAA0020	1
KIAA0100	1
KIAA0196	1
KIAA0319L	1
KIAA0513	1
KIAA0556	1
KIAA0947	1
KIAA1033	1
KIAA1109	1
KIAA1586	1
KIAA1715	1
KIAA1875	1
KIF18A	1
KIF27	1
KIF4A	1
KIR2DL1	1
KL	1
KLC4	1
KLHDC3	1
KLHDC4	1
KLHDC8A	1
KLHL24	1
KLK1	1
KLK13	1
KLK14	1
KLK2	1
KLK3	1
KLK5	1
KLRF1	1
KMT2B	1
KPNA3	1
KRT1	1
KRT15	1
KRT16	1
KRT2	1
KRT23	1
KRT26	1
KRT27	1
KRT35	1
KRT36	1
KRT6C	1
KRT74	1
KRT78	1
KRT8	1
KRT82	1
KRT85	1
KRTAP1-3	1
KRTAP13-1	1
KRTAP4-11	1
KRTAP4-2	1
KRTAP4-3	1
KRTAP4-7	1
KRTAP5-9	1
KRTAP8-1	1
KTN1	1
L3MBTL1	1
LACE1	1
LAMA1	1
LAMA5	1
LARP1	1
LARP1B	1
LARP6	1
LAT	1
LBP	1
LCE1A	1
LCE2A	1
LCE2C	1
LCE4A	1
LCN15	1
LCN9	1
LDB1	1
LDLR	1
LEFTY1	1
LEO1	1
LETM1	1
LFNG	1
LGALS1	1
LGALS12	1
LGALS9C	1
LGMN	1
LGR5	1
LGSN	1
LHX8	1
LIG1	1
LILRA6	1
LIMCH1	1
LIMD1	1
LIN28B	1
LINC00458	1
LINC00839	1
LINC01030	1
LINC01056	1
LIPJ	1
LMBRD1	1
LMX1A	1
LNX1	1
LOXL3	1
LOXL4	1
LPCAT2	1
LPHN1	1
LPIN1	1
LPIN2	1
LRBA	1
LRFN1	1
LRGUK	1
LRP2	1
LRP4	1
LRP5L	1
LRP6	1
LRP8	1
LRPPRC	1
LRRC31	1
LRRC36	1
LRRC37A3	1
LRRC37B	1
LRRC45	1
LRRC63	1
LRRC69	1
LRRC8B	1
LRRC8E	1
LRRIQ3	1
LRRK2	1
LRSAM1	1
LRTM1	1
LTF	1
LTV1	1
LY75-CD302	1
LY9	1
LYG1	1
LYN	1
MAATS1	1
MAB21L3	1
MACROD1	1
MAG	1
MAGEB3	1
MAGEE1	1
MAGEE2	1
MAGI1	1
MAK	1
MALT1	1
MAN1B1	1
MAN2A1	1
MAN2A2	1
MANBA	1
MAP1A	1
MAP2K4	1
MAP2K7	1
MAP3K10	1
MAP3K11	1
MAP3K12	1
MAP3K15	1
MAP3K5	1
MAP4K4	1
MAP7D3	1
MAPK12	1
MARCH2	1
MARCH7	1
MARK1	1
MARS	1
MARVELD2	1
MASP2	1
MATN1	1
MAZ	1
MBD1	1
MBNL1	1
MBNL2	1
MBP	1
MCC	1
MCF2L	1
MCM3	1
MCM4	1
MDN1	1
MECOM	1
MED12	1
MED15P7	1
MED16	1
MED17	1
MED22	1
MED29	1
MED7	1
MEG3	1
MEI1	1
MEP1B	1
MESP2	1
METTL11B	1
METTL17	1
METTL2A	1
METTL7B	1
MFN1	1
MFSD3	1
MGAT3	1
MGAT5B	1
MGMT	1
MGP	1
MGST2	1
MIA2	1
MIIP	1
MINPP1	1
MIPEP	1
MIS18BP1	1
MKLN1	1
MLC1	1
MLEC	1
MLF2	1
MLLT6	1
MLXIPL	1
MMACHC	1
MMP13	1
MMP17	1
MMP20	1
MMS19	1
MNAT1	1
MNDA	1
MOGS	1
MON1B	1
MON2	1
MORC2	1
MORN1	1
MORN4	1
MOSPD2	1
MOV10L1	1
MOXD2P	1
MPND	1
MPP5	1
MPZ	1
MRGPRX1	1
MRI1	1
MRM1	1
MRPL1	1
MRPL21	1
MRPL32	1
MRPL35	1
MRPL39	1
MRPS16	1
MRPS22	1
MRPS30	1
MSANTD3	1
MSI2	1
MSTO1	1
MSX2	1
MT-ATP6	1
MT-ND2	1
MT-ND6	1
MTCH1	1
MTERF	1
MTERFD3	1
MTHFD1L	1
MTMR1	1
MTMR9	1
MTNR1A	1
MTR	1
MTSS1	1
MTSS1L	1
MTUS1	1
MVK	1
MVP	1
MX2	1
MXD3	1
MXRA5	1
MYBL2	1
MYBPC3	1
MYEF2	1
MYH13	1
MYH14	1
MYH4	1
MYLK	1
MYO16	1
MYO18A	1
MYO18B	1
MYO19	1
MYO1B	1
MYO5C	1
MYO6	1
MYOF	1
MYOM2	1
MYT1	1
MZT2A	1
N4BP2	1
N4BP2L2	1
N6AMT1	1
NAA10	1
NAA16	1
NABP2	1
NADK	1
NADK2	1
NAE1	1
NANS	1
NAPA	1
NAT10	1
NBPF15	1
NBPF23	1
NBR1	1
NCF1	1
NCK1	1
NCK2	1
NCKAP1L	1
NCOA2	1
NCOR2	1
NDC1	1
NDC80	1
NDE1	1
NDST3	1
NDUFA13	1
NDUFA4	1
NDUFAF2	1
NEIL2	1
NEK1	1
NEK10	1
NEK11	1
NEK4	1
NEK9	1
NELFB	1
NELL2	1
NET1	1
NEUROD4	1
NF1	1
NF2	1
NFATC4	1
NFE2L3	1
NFIA	1
NFKBIA	1
NFKBIB	1
NFKBID	1
NFYC	1
NID2	1
NIFK	1
NIM1K	1
NIN	1
NKTR	1
NKX1-2	1
NKX2-8	1
NLRC5	1
NLRP12	1
NLRP2	1
NLRP6	1
NME4	1
NMI	1
NMS	1
NMT1	1
NMT2	1
NMUR1	1
NMUR2	1
NOC2L	1
NOD1	1
NOL6	1
NONO	1
NOVA2	1
NOX3	1
NOX4	1
NPAS3	1
NPC1L1	1
NPFF	1
NPFFR1	1
NPFFR2	1
NPHP3	1
NPIPA5	1
NPR1	1
NPR2	1
NPRL2	1
NQO1	1
NR1D1	1
NR1I3	1
NR2F6	1
NR4A1	1
NREP	1
NRG1	1
NRXN2	1
NRXN3	1
NSMCE2	1
NSRP1	1
NSUN3	1
NT5C1A	1
NTHL1	1
NTPCR	1
NTSR2	1
NUDT13	1
NUDT21	1
NUFIP1	1
NUP155	1
NUP160	1
NUP188	1
NUP205	1
NUP210	1
NUP88	1
NUP98	1
NUPL1	1
NUTM2A	1
NUTM2B	1
OAS1	1
OAS3	1
OCA2	1
OIT3	1
OMA1	1
OPRL1	1
OR10A4	1
OR10AD1	1
OR10G6	1
OR10H2	1
OR10V1	1
OR10Z1	1
OR11L1	1
OR13C9	1
OR13J1	1
OR1F1	1
OR2A12	1
OR2A42	1
OR2A5	1
OR2AP1	1
OR2M3	1
OR2M5	1
OR2T11	1
OR3A2	1
OR4A5	1
OR4B1	1
OR4D11	1
OR4D5	1
OR4F17	1
OR4K14	1
OR4N4	1
OR51G2	1
OR52A5	1
OR52M1	1
OR52N2	1
OR52N5	1
OR5D16	1
OR5H14	1
OR6A2	1
OR6P1	1
OR8J1	1
OR8K5	1
ORC5	1
OSBPL11	1
OTUD6A	1
OTUD6B	1
OVGP1	1
OXR1	1
P2RY10	1
P2RY13	1
PACSIN3	1
PADI1	1
PADI3	1
PAGE2B	1
PALLD	1
PALM2-AKAP2	1
PAM	1
PAMR1	1
PAN2	1
PAN3	1
PANX1	1
PAPLN	1
PAPPA2	1
PARD6B	1
PARP10	1
PARP8	1
PARS2	1
PAWR	1
PAX2	1
PAXBP1	1
PBDC1	1
PCBD1	1
PCDH10	1
PCDH11X	1
PCDH18	1
PCDHA11	1
PCDHA3	1
PCDHA7	1
PCDHA8	1
PCDHB10	1
PCDHB11	1
PCDHB15	1
PCDHB2	1
PCDHB7	1
PCDHGA12	1
PCDHGA2	1
PCDHGA4	1
PCDHGA6	1
PCDHGA9	1
PCDHGC3	1
PCED1A	1
PCGF6	1
PCLO	1
PCM1	1
PCNXL2	1
PCNXL4	1
PCSK2	1
PCSK4	1
PCYOX1	1
PCYOX1L	1
PCYT1A	1
PDCD11	1
PDCD1LG2	1
PDCD2	1
PDCD4	1
PDE2A	1
PDE5A	1
PDE6A	1
PDE7A	1
PDE7B	1
PDIK1L	1
PDPR	1
PDX1	1
PDYN	1
PDZD7	1
PDZD8	1
PDZRN4	1
PELI3	1
PENK	1
PER1	1
PEX26	1
PEX7	1
PFAS	1
PFKFB1	1
PFKL	1
PFKP	1
PGAP2	1
PGC	1
PGK2	1
PGM2	1
PHAX	1
PHF14	1
PHF19	1
PHF2	1
PHF20L1	1
PHLDB2	1
PHLPP2	1
PHYKPL	1
PI4K2B	1
PIEZO1	1
PIEZO1P2	1
PIGF	1
PIGG	1
PIGO	1
PIGPP2	1
PIGR	1
PIH1D3	1
PIK3C2G	1
PIK3C3	1
PIK3CB	1
PIK3CG	1
PIK3R5	1
PILRB	1
PIP5K1A	1
PITHD1	1
PITPNB	1
PITPNM1	1
PIWIL4	1
PJA2	1
PKD1L3	1
PKD2L1	1
PKMYT1	1
PKNOX1	1
PLA2G2E	1
PLA2G2F	1
PLA2G4E	1
PLA2G5	1
PLAA	1
PLAC8L1	1
PLBD1	1
PLCB3	1
PLCD3	1
PLCD4	1
PLCL2	1
PLCZ1	1
PLD6	1
PLEC	1
PLEKHB2	1
PLEKHG1	1
PLEKHG4	1
PLEKHH2	1
PLEKHO2	1
PLEKHS1	1
PLOD3	1
PLXDC2	1
PMEL	1
PMM2	1
PMPCB	1
PMS2P5	1
PNLDC1	1
PNLIPRP1	1
PNMT	1
PNOC	1
PNRC1	1
PODNL1	1
POGK	1
POGLUT1	1
POLA1	1
POLD1	1
POLD3	1
POLH	1
POLR2A	1
POLR3A	1
POLR3C	1
POTEC	1
POTEG	1
POTEJ	1
POU1F1	1
PPAN-P2RY11	1
PPFIBP1	1
PPHLN1	1
PPIL1	1
PPL	1
PPM1M	1
PPP1R14D	1
PPP1R8	1
PPP2CB	1
PPP2R5A	1
PPP2R5E	1
PPP3CC	1
PPP4C	1
PPP4R4	1
PPP6R3	1
PPRC1	1
PQBP1	1
PQLC2	1
PRAMEF11	1
PRAMEF20	1
PRAMEF26	1
PRAP1	1
PRB1	1
PRB2	1
PRC1	1
PRELP	1
PRICKLE2	1
PRKCA	1
PRKCB	1
PRKCD	1
PRKCQ	1
PRKG1	1
PROX2	1
PRPF3	1
PRPF39	1
PRPF40A	1
PRPF40B	1
PRPF6	1
PRRC2B	1
PRRT2	1
PRRT4	1
PRRX1	1
PRRX2	1
PRSS12	1
PRSS35	1
PRSS37	1
PRSS3P2	1
PRSS55	1
PRSS57	1
PSAP	1
PSG11	1
PSG4	1
PSG5	1
PSG6	1
PSKH2	1
PSMA7	1
PSMD12	1
PSMG3	1
PTBP1	1
PTCD2	1
PTCHD1	1
PTGIR	1
PTK2B	1
PTK6	1
PTN	1
PTPN21	1
PTPN4	1
PTPRA	1
PTPRB	1
PTPRC	1
PTPRD	1
PTPRF	1
PTPRG	1
PTPRH	1
PTPRJ	1
PTPRU	1
PTPRZ1	1
PUM1	1
PUS1	1
PUS3	1
PYCRL	1
PYGO2	1
QPCTL	1
R3HDM4	1
RAB11FIP4	1
RAB32	1
RAB3GAP1	1
RAB3GAP2	1
RAB40A	1
RAB5A	1
RAD17	1
RAD23A	1
RAD23B	1
RAD54L2	1
RAET1E	1
RAG2	1
RANBP6	1
RANGAP1	1
RAPGEF4	1
RAPGEF6	1
RAPH1	1
RASA1	1
RASAL3	1
RASGRF1	1
RASSF6	1
RBL2	1
RBM18	1
RBM19	1
RBM26	1
RBM28	1
RBM47	1
RC3H1	1
RCBTB2	1
RCC2	1
RDH8	1
RECK	1
RECQL	1
REG3G	1
REL	1
RELA	1
RELN	1
REN	1
REPS1	1
REPS2	1
REST	1
REXO1	1
RFPL2	1
RFX4	1
RGPD8	1
