SYMBOL	s
RPUSD2	1
RRP12	1
RSPO3	1
RSU1P1	1
RTDR1	1
RTN4	1
RUFY1	1
RUFY4	1
RUSC1	1
RUVBL2	1
RYR1	1
RYR3	1
SAC3D1	1
SALL1	1
SAMD7	1
SAMD9L	1
SAMM50	1
SARDH	1
SASH1	1
SAT2	1
SATL1	1
SAYSD1	1
SBSN	1
SCARA3	1
SCD	1
SCN10A	1
SCRIB	1
SCTR	1
SCUBE1	1
SCYL2	1
SDK1	1
SDR39U1	1
SEC62	1
SECISBP2	1
SELK	1
SEMA5A	1
SENP7	1
SEPP1	1
SEPT11	1
SERAC1	1
SERINC3	1
SERPINA10	1
SETD3	1
SETD4	1
SETX	1
SFN	1
SFXN5	1
SGIP1	1
SGSM1	1
SH2B1	1
SH2D2A	1
SH2D3A	1
SH3BP1	1
SHANK2	1
SHBG	1
SHKBP1	1
SHMT1	1
SI	1
SIGLEC10	1
SIGLEC7	1
SIGLEC9	1
SIK1	1
SIPA1	1
SIRT3	1
SIX5	1
SKIV2L2	1
SLA2	1
SLC10A6	1
SLC12A1	1
SLC12A4	1
SLC16A11	1
SLC16A9	1
SLC19A1	1
SLC1A7	1
SLC22A23	1
SLC22A25	1
SLC22A7	1
SLC25A14	1
SLC25A24	1
SLC25A52	1
SLC26A3	1
SLC27A1	1
SLC29A3	1
SLC29A4	1
SLC2A4	1
SLC2A8	1
SLC2A9	1
SLC34A2	1
SLC35A3	1
SLC35B3	1
SLC35D3	1
SLC36A2	1
SLC38A4	1
SLC39A2	1
SLC39A8	1
SLC43A3	1
SLC5A8	1
SLC6A15	1
SLC6A2	1
SLC6A9	1
SLC7A7	1
SLC9A3	1
SLC9A6	1
SLC9A8	1
SLCO1B1	1
SLCO4A1	1
SLITRK1	1
SLITRK4	1
SMAD6	1
SMARCA4	1
SMC3	1
SMC6	1
SMG7	1
SMOC2	1
SMPD2	1
SMPD3	1
SMPD4	1
SMTN	1
SMYD2	1
SNAI1	1
SNAPC5	1
SNRNP200	1
SNX14	1
SNX15	1
SNX24	1
SNX4	1
SOCS5P2	1
SON	1
SORBS1	1
SORD	1
SORL1	1
SOX12	1
SOX15	1
SOX7	1
SP100	1
SP7	1
SPAG11B	1
SPAG5	1
SPAG6	1
SPAST	1
SPATA20	1
SPATA6	1
SPATS2	1
SPDYE4	1
SPEN	1
SPHK2	1
SPINT1	1
SPN	1
SPTB	1
SPTBN2	1
SPTBN4	1
SPTBN5	1
SPTY2D1	1
SRCAP	1
SREK1	1
SRM	1
SRP14	1
SRRT	1
SRSF10P1	1
SS18L1	1
ST3GAL2	1
ST7	1
STAB2	1
STAG3	1
STAP2	1
STIM2	1
STOML1	1
STOX1	1
STPG2	1
STRC	1
STRIP1	1
STUB1	1
STX12	1
STX4	1
STXBP5	1
SUGT1P	1
SULT1E1	1
SUMO2	1
SUMO3	1
SUPT16H	1
SUPT6H	1
SUSD3	1
SUV39H1	1
SUV420H2	1
SYCP1	1
SYDE1	1
SYMPK	1
SYNE1	1
SYNJ1	1
SYNPO	1
SYNPO2	1
SYTL5	1
TACC2	1
TAF1	1
TAF4	1
TAGAP	1
TAOK3	1
TARBP1	1
TAS2R10	1
TBC1D15	1
TBC1D25	1
TBC1D26	1
TBC1D31	1
TBK1	1
TBX1	1
TBX18	1
TCERG1	1
TCF20	1
TCF4	1
TCTE3	1
TDO2	1
TDRD1	1
TDRD15	1
TDRD6	1
TEAD2	1
TECPR1	1
TECTA	1
TENC1	1
TENM1	1
TENM3	1
TEP1	1
TESK1	1
TET2	1
TEX10	1
TEX14	1
TEX26	1
TEX9	1
TFG	1
TG	1
TGM2	1
TGM4	1
TGS1	1
THAP11	1
THAP3	1
THAP9	1
THBS1	1
THEG	1
THNSL1	1
TIAM1	1
TIGD2	1
TIMM21	1
TINAGL1	1
TKT	1
TKTL1	1
TLDC1	1
TLR3	1
TLR8	1
TLX2	1
TM4SF19	1
TM6SF1	1
TM7SF3	1
TM9SF1	1
TM9SF2	1
TM9SF4	1
TMCO4	1
TMEFF1	1
TMEM108	1
TMEM140	1
TMEM150A	1
TMEM161B	1
TMEM175	1
TMEM198	1
TMEM225	1
TMEM38B	1
TMEM5	1
TMEM57	1
TMEM67	1
TMEM81	1
TMEM8B	1
TMOD3	1
TMPO	1
TMTC1	1
TNC	1
TNFRSF1B	1
TNFRSF21	1
TNK2	1
TNNI1	1
TOM1	1
TOP1	1
TOP2B	1
TPCN2	1
TPI1	1
TPM4	1
TPSD1	1
TPTE2	1
TRAK1	1
TRAM2	1
TRAPPC10	1
TRERF1	1
TRIM16L	1
TRIM24	1
TRIM29	1
TRIM3	1
TRIM41	1
TRIM56	1
TRIO	1
TRIOBP	1
TRPC4	1
TRPC4AP	1
TRPM4	1
TRPV3	1
TSC2	1
TSPAN9	1
TSR1	1
TTC12	1
TTC37	1
TTK	1
TTLL3	1
TTLL7	1
TTYH1	1
TULP1	1
TWF1	1
TXK	1
TXLNG	1
TXNDC16	1
TYW1	1
UAP1	1
UBA2	1
UBA3	1
UBA52	1
UBAP1	1
UBAP2L	1
UBE2E2	1
UBE2O	1
UBE3B	1
UBE4A	1
UBFD1	1
UBQLN4	1
UFM1	1
UGGT2	1
UGP2	1
UGT1A3	1
UGT1A6	1
UGT2B11	1
UHRF1BP1L	1
ULK2	1
UNC79	1
UPP1	1
UQCRFS1	1
USP11	1
USP15	1
USP17L2	1
USP21	1
USP30	1
USP44	1
USP54	1
USP7	1
USP8	1
USP9X	1
VASP	1
VAT1	1
VCAN	1
VCL	1
VEGFB	1
VGLL2	1
VIPAS39	1
VPS13C	1
VPS26A	1
VWA8	1
VWCE	1
WBP11	1
WDFY3	1
WDHD1	1
WDR3	1
WDR35	1
WDR45	1
WDR47	1
WDR49	1
WDR55	1
WDR59	1
WDR63	1
WDR72	1
WDR75	1
WDR90	1
WFDC1	1
WFDC8	1
WNK1	1
WNK2	1
WNK3	1
WNK4	1
WNT2	1
WRAP73	1
WRNIP1	1
XPO1	1
XRCC4	1
XRCC5	1
YARS	1
YKT6	1
YY1	1
ZAP70	1
ZBTB24	1
ZBTB33	1
ZCCHC11	1
ZDHHC18	1
ZDHHC7	1
ZFAND3	1
ZFAND6	1
ZFP36	1
ZFP42	1
ZFX	1
ZFYVE16	1
ZHX1	1
ZKSCAN1	1
ZKSCAN2	1
ZMIZ1	1
ZMPSTE24	1
ZNF106	1
ZNF207	1
ZNF211	1
ZNF214	1
ZNF221	1
ZNF226	1
ZNF236	1
ZNF273	1
ZNF276	1
ZNF280D	1
ZNF284	1
ZNF292	1
ZNF3	1
ZNF318	1
ZNF319	1
ZNF320	1
ZNF321P	1
ZNF324	1
ZNF326	1
ZNF333	1
ZNF335	1
ZNF345	1
ZNF37A	1
ZNF384	1
ZNF415	1
ZNF438	1
ZNF445	1
ZNF449	1
ZNF521	1
ZNF525	1
ZNF530	1
ZNF532	1
ZNF556	1
ZNF585A	1
ZNF592	1
ZNF598	1
ZNF600	1
ZNF611	1
ZNF627	1
ZNF644	1
ZNF648	1
ZNF664	1
ZNF7	1
ZNF70	1
ZNF729	1
ZNF746	1
ZNF836	1
ZNF846	1
ZP1	1
ZSCAN2	1
ZSCAN25	1
ZSCAN31	1
ZSWIM4	1
ZXDC	1
ZYX	1
